metro_area,total,with_internet_subscription,dial_up_with_no_other_internet_subscription,broadband_of_any_type,cellular_data_plan,cellular_data_plan_only,broadband_cable_fiber_or_dsl,broadband_cable_fiber_or_dsl_only,satellite_internet_service,satellite_internet_service_only,other_service_only,internet_access_without_subscription,no_internet_access,metro_area_id,year
"Jacksonville, NC Metro Area",64386,56196,140,56056,43580,5527,48917,11314,3866,420,52,1812,6378,27340,2019
"Jacksonville, TX Micro Area",18138,13276,52,13224,10701,4475,7038,1700,2321,466,29,807,4055,27380,2019
"Jamestown, ND Micro Area",8908,7000,24,6976,5114,636,5996,1695,391,72,45,311,1597,27420,2019
"Jamestown-Dunkirk-Fredonia, NY Micro Area",53075,40857,435,40422,28765,5254,33154,10446,2981,504,23,2346,9872,27460,2019
"Janesville-Beloit, WI Metro Area",64739,52265,375,51890,42244,6626,41868,8393,4602,702,51,3105,9369,27500,2019
"Jasper, AL Micro Area",25019,18106,99,18007,14720,4782,11043,2313,2447,412,191,712,6201,27530,2019
"Jasper, IN Micro Area",22022,17384,269,17115,11762,3516,11730,4269,2133,692,54,440,4198,27540,2019
"Jayuya, PR Micro Area",4837,2423,11,2412,1841,550,1260,415,569,122,34,101,2313,27580,2019
"Jefferson, GA Micro Area",23166,18515,137,18378,15391,2406,14718,2629,2130,168,49,579,4072,27600,2019
"Jefferson City, MO Metro Area",56683,40894,348,40546,32073,6172,30865,6878,4744,875,182,4623,11166,27620,2019
"Jennings, LA Micro Area",11726,8182,33,8149,6034,1703,5653,1771,1027,213,19,217,3327,27660,2019
"Jesup, GA Micro Area",10400,7684,20,7664,5644,1560,5396,1720,923,209,38,534,2182,27700,2019
"Johnson City, TN Metro Area",85301,65318,457,64861,51480,9340,52967,11784,4135,730,240,3459,16524,27740,2019
"Johnstown, PA Metro Area",56674,43614,441,43173,32757,5273,36026,9585,2525,434,72,1324,11736,27780,2019
"Jonesboro, AR Metro Area",50901,40936,134,40802,34261,8695,29692,5851,2989,345,67,2405,7560,27860,2019
"Joplin, MO Metro Area",67961,52496,293,52203,43031,12656,34416,7325,6075,1299,168,3452,12013,27900,2019
"Juneau, AK Micro Area",12676,11510,17,11493,9938,1120,10071,1460,448,41,3,298,868,27940,2019
"Kahului-Wailuku-Lahaina, HI Metro Area",54479,45934,162,45772,38064,3156,41674,7043,2076,127,46,1928,6617,27980,2019
"Aberdeen, SD Micro Area",17849,14297,76,14221,11196,1445,11992,2582,1118,181,30,782,2770,10100,2019
"Aberdeen, WA Micro Area",28722,23969,127,23842,18802,3391,19286,4458,1731,387,3,639,4114,10140,2019
"Abilene, TX Metro Area",60931,46767,108,46659,39468,6245,37026,5801,4870,790,108,1453,12711,10180,2019
"Ada, OK Micro Area",14278,9922,56,9866,7003,1557,6828,1748,2080,597,61,345,4011,10220,2019
"Adrian, MI Micro Area",38345,31568,264,31304,24995,4697,23831,5386,3033,512,85,1201,5576,10300,2019
"Aguadilla-Isabela, PR Metro Area",109248,60791,3854,56937,40346,18742,32666,11501,7288,2666,216,4059,44398,10380,2019
"Akron, OH Metro Area",286543,236890,1137,235753,178453,22420,206289,53280,13965,1495,323,10037,39616,10420,2019
"Alamogordo, NM Micro Area",23634,18650,153,18497,15246,2383,14865,2841,1551,232,41,563,4421,10460,2019
"Albany, GA Metro Area",55714,41722,54,41668,34667,8360,30550,5791,4593,585,71,1765,12227,10500,2019
"Albany-Lebanon, OR Metro Area",47762,39874,244,39630,32446,5146,31638,6189,3671,600,44,1634,6254,10540,2019
"Albany-Schenectady-Troy, NY Metro Area",352713,301253,1143,300110,231729,25978,266084,63688,11063,2194,280,10934,40526,10580,2019
"Albemarle, NC Micro Area",23332,19132,134,18998,14994,2953,15016,3347,1742,421,19,471,3729,10620,2019
"Albert Lea, MN Micro Area",13009,10175,117,10058,7743,1461,7840,1933,965,212,24,341,2493,10660,2019
"Albertville, AL Micro Area",34883,27746,29,27717,23358,5551,20774,3811,1767,289,61,906,6231,10700,2019
"Albuquerque, NM Metro Area",351354,280266,2523,277743,215163,38327,225724,52663,25531,4115,600,13297,57791,10740,2019
"Alexander City, AL Micro Area",20237,14974,38,14936,11748,3394,9756,2689,1932,324,13,525,4738,10760,2019
"Alexandria, LA Metro Area",55477,42532,110,42422,35336,7037,30765,5721,6048,683,106,1377,11568,10780,2019
"Alexandria, MN Micro Area",16663,13358,212,13146,7959,1291,10961,4805,1131,200,48,640,2665,10820,2019
"Alice, TX Micro Area",16498,10045,98,9947,6269,1589,7301,2896,1622,497,10,248,6205,10860,2019
"Allentown-Bethlehem-Easton, PA-NJ Metro Area",320529,268562,1702,266860,205075,23790,236159,57498,13797,1760,320,8450,43517,10900,2019
"Alma, MI Micro Area",15035,10998,99,10899,7969,1745,7458,2282,1797,448,51,675,3362,10940,2019
"Alpena, MI Micro Area",12752,9872,73,9799,7068,1703,7306,2220,920,266,56,426,2454,10980,2019
"Altoona, PA Metro Area",52126,41120,233,40887,31517,5303,33932,8489,2574,406,60,1347,9659,11020,2019
"Altus, OK Micro Area",9762,7934,58,7876,6801,1705,5365,882,892,125,15,451,1377,11060,2019
"Amarillo, TX Metro Area",97345,79444,276,79168,64881,13464,61233,12093,7079,925,204,3413,14488,11100,2019
"Americus, GA Micro Area",13374,9163,46,9117,7613,2138,6020,1215,1227,214,27,380,3831,11140,2019
"Ames, IA Metro Area",48765,38685,310,38375,30259,3643,32503,7124,3232,570,46,5916,4164,11180,2019
"Amsterdam, NY Micro Area",19660,15119,170,14949,10465,1666,12582,4136,928,140,36,728,3813,11220,2019
"Anchorage, AK Metro Area",137784,123295,373,122922,106528,15952,103924,15149,5433,354,206,3280,11209,11260,2019
"Andrews, TX Micro Area",5573,4816,13,4803,4180,753,3692,431,527,84,0,99,658,11380,2019
"Angola, IN Micro Area",14261,11443,104,11339,9428,2249,7850,1445,1546,320,35,658,2160,11420,2019
"Ann Arbor, MI Metro Area",141245,125893,292,125601,106521,10724,110398,17339,6792,719,153,4826,10526,11460,2019
"Anniston-Oxford, AL Metro Area",44605,33626,107,33519,26525,6221,24806,5759,3853,771,61,1512,9467,11500,2019
"Appleton, WI Metro Area",93455,81329,497,80832,63526,8087,68591,15321,5943,1033,125,1756,10370,11540,2019
"Arcadia, FL Micro Area",12072,7011,92,6919,4824,1436,4786,1685,879,234,6,522,4539,11580,2019
"Ardmore, OK Micro Area",21607,14520,43,14477,10640,3493,8757,2417,2516,836,102,1785,5302,11620,2019
"Arecibo, PR Metro Area",65547,39245,371,38874,32353,14720,21614,5282,2861,783,76,2369,23933,11640,2019
"Arkadelphia, AR Micro Area",8446,5815,18,5797,4712,1191,3892,760,858,157,39,482,2149,11660,2019
"Asheville, NC Metro Area",191756,154011,581,153430,121834,21577,123446,27697,12066,2254,202,6089,31656,11700,2019
"Ashland, OH Micro Area",20417,16232,71,16161,12590,2901,12080,3089,1621,267,46,548,3637,11740,2019
"Ashtabula, OH Micro Area",37832,28875,337,28538,20492,3734,23569,7256,1814,344,25,1447,7510,11780,2019
"Astoria, OR Micro Area",15800,13180,72,13108,10365,1063,11044,2279,1376,282,25,452,2168,11820,2019
"Atchison, KS Micro Area",5958,4415,70,4345,3230,670,3166,863,824,153,2,218,1325,11860,2019
"Athens, OH Micro Area",22557,17121,66,17055,13471,3264,12531,3057,1508,287,88,1749,3687,11900,2019
"Athens, TN Micro Area",20804,15237,84,15153,13087,4687,8730,1757,2013,275,0,842,4725,11940,2019
"Athens, TX Micro Area",30757,23204,144,23060,19395,4550,16442,2925,6971,316,33,841,6712,11980,2019
"Baton Rouge, LA Metro Area",308531,252399,484,251915,197987,33054,207063,50093,19997,1966,208,11794,44338,12940,2019
"Battle Creek, MI Metro Area",53991,43071,202,42869,34607,9250,30525,6872,4032,787,129,976,9944,12980,2019
"Athens-Clarke County, GA Metro Area",78662,64036,163,63873,53323,6561,54837,9262,5170,487,71,2599,12027,12020,2019
"Atlanta-Sandy Springs-Alpharetta, GA Metro Area",2104360,1818841,3745,1815096,1509237,189675,1561117,273952,146452,12661,2798,67679,217840,12060,2019
"Atlantic City-Hammonton, NJ Metro Area",99850,83692,404,83288,59508,6993,74670,22731,3373,300,45,2423,13735,12100,2019
"Atmore, AL Micro Area",13089,8055,77,7978,6878,4153,2871,726,1074,264,10,158,4876,12120,2019
"Auburn, IN Micro Area",16801,13227,104,13123,10903,2588,9027,1797,1769,275,35,576,2998,12140,2019
"Auburn, NY Micro Area",31221,25099,209,24890,19508,4104,18780,4641,2178,459,14,871,5251,12180,2019
"Auburn-Opelika, AL Metro Area",60237,49642,228,49414,40317,5697,41557,8134,5469,478,45,2561,8034,12220,2019
"Augusta-Richmond County, GA-SC Metro Area",215210,167048,688,166360,137011,26223,132057,25197,13245,1897,161,6434,41728,12260,2019
"Augusta-Waterville, ME Micro Area",52105,42974,285,42689,31549,3072,38354,10401,1820,301,81,1433,7698,12300,2019
"Austin, MN Micro Area",15565,12470,125,12345,9584,1989,9249,2327,1440,273,19,477,2618,12380,2019
"Austin-Round Rock-Georgetown, TX Metro Area",764989,677207,1451,675756,573624,69125,582231,92987,44194,4445,776,22210,65572,12420,2019
"Bainbridge, GA Micro Area",10084,5623,34,5589,4180,1646,3006,847,1088,453,35,540,3921,12460,2019
"Bakersfield, CA Metro Area",270282,216465,993,215472,175805,37882,164847,33768,21972,3266,407,7981,45836,12540,2019
"Baltimore-Columbia-Towson, MD Metro Area",1049909,901604,3054,898550,742096,94948,784055,146063,35677,3561,896,29635,118670,12580,2019
"Bangor, ME Metro Area",62156,51339,595,50744,37262,5061,43506,12117,2969,596,97,2450,8367,12620,2019
"Baraboo, WI Micro Area",26222,21667,186,21481,16417,2408,17372,4320,2221,521,43,861,3694,12660,2019
"Bardstown, KY Micro Area",17853,14774,92,14682,11705,2183,11636,2551,1191,238,51,585,2494,12680,2019
"Barnstable Town, MA Metro Area",94323,83088,330,82758,65696,5453,75834,15658,3034,331,105,2525,8710,12700,2019
"Barre, VT Micro Area",24828,20817,136,20681,13664,2251,17444,6356,1350,319,53,943,3068,12740,2019
"Bartlesville, OK Micro Area",20455,15978,58,15920,12271,2312,11578,3037,2536,382,56,755,3722,12780,2019
"Batavia, NY Micro Area",23759,19240,97,19143,14036,2183,16222,4622,997,237,20,605,3914,12860,2019
"Batesville, AR Micro Area",21769,13105,170,12935,10096,2905,8290,2199,2037,469,28,2380,6284,12900,2019
"Bay City, MI Metro Area",44339,36404,163,36241,28695,5777,28522,6677,2449,531,91,753,7182,13020,2019
"Bay City, TX Micro Area",13848,8853,75,8778,6024,1883,5343,1770,1992,784,84,638,4357,13060,2019
"Beatrice, NE Micro Area",8979,7259,127,7132,5359,957,5355,1358,1060,283,72,188,1532,13100,2019
"Beaumont-Port Arthur, TX Metro Area",145308,110369,280,110089,83288,23795,79904,23968,9788,1358,299,3229,31710,13140,2019
"Beaver Dam, WI Micro Area",34980,28911,194,28717,22225,4786,21087,5357,3036,701,85,683,5386,13180,2019
"Beckley, WV Metro Area",48644,36708,179,36529,25910,4060,30543,8157,3957,873,92,1290,10646,13220,2019
"Bedford, IN Micro Area",18781,14281,49,14232,9134,2665,10057,4474,1593,449,49,430,4070,13260,2019
"Beeville, TX Micro Area",8269,5218,14,5204,4471,1021,3616,491,861,140,5,193,2858,13300,2019
"Bellefontaine, OH Micro Area",18677,15453,107,15346,12277,2389,11951,2669,1181,253,13,592,2632,13340,2019
"Bellingham, WA Metro Area",86523,76147,154,75993,62187,7357,65281,12454,4606,694,132,2064,8312,13380,2019
"Bemidji, MN Micro Area",17372,13917,64,13853,9778,1428,12066,3859,547,70,47,619,2836,13420,2019
"Bend, OR Metro Area",74397,66265,319,65946,52686,7120,54057,10370,6105,2043,220,1618,6514,13460,2019
"Bennettsville, SC Micro Area",9613,5582,40,5542,3362,1527,2810,1344,1347,640,85,373,3658,13500,2019
"Bennington, VT Micro Area",14581,11970,146,11824,6828,903,10405,4650,687,187,28,667,1944,13540,2019
"Berlin, NH Micro Area",13768,10845,80,10765,6627,829,8964,3545,1109,420,36,493,2430,13620,2019
"Big Rapids, MI Micro Area",15808,12318,131,12187,8863,2048,8596,2665,1760,390,71,541,2949,13660,2019
"Big Spring, TX Micro Area",11064,8160,18,8142,6526,1324,6140,1478,896,86,28,359,2545,13700,2019
"Oshkosh-Neenah, WI Metro Area",70594,59802,611,59191,46395,6686,49733,11694,3920,532,97,2228,8564,36780,2019
"Oskaloosa, IA Micro Area",8927,7239,46,7193,5513,1401,5056,1318,723,245,73,211,1477,36820,2019
"Othello, WA Micro Area",5973,4479,11,4468,3577,735,3087,572,725,257,34,223,1271,36830,2019
"Ottawa, IL Micro Area",61206,49989,206,49783,40438,8823,36150,7601,5981,1155,137,1401,9816,36837,2019
"Ottawa, KS Micro Area",10118,7156,41,7115,5398,1125,4694,1193,1484,315,51,493,2469,36840,2019
"Ottumwa, IA Micro Area",14481,10997,102,10895,8166,2052,7786,2200,1149,427,28,388,3096,36900,2019
"Owatonna, MN Micro Area",14692,12505,61,12444,9987,1670,9830,2024,1088,291,39,246,1941,36940,2019
"Owensboro, KY Metro Area",47299,38850,190,38660,32166,6067,29786,5713,3693,471,121,895,7554,36980,2019
"Oak Harbor, WA Micro Area",34768,31693,182,31511,24981,2247,27771,6021,2416,258,33,686,2389,36020,2019
"Ocala, FL Metro Area",139172,113387,1086,112301,84719,11479,93221,23535,10613,1912,197,3424,22361,36100,2019
"Ocean City, NJ Metro Area",40171,34127,156,33971,24980,2655,30572,8468,1295,207,62,1002,5042,36140,2019
"Odessa, TX Metro Area",52530,43222,54,43168,37562,8801,30714,4403,4614,480,135,1106,8202,36220,2019
"Ogden-Clearfield, UT Metro Area",209117,187644,758,186886,152354,17953,155562,29963,23469,2840,277,4974,16499,36260,2019
"Ogdensburg-Massena, NY Micro Area",41933,33764,233,33531,25118,4286,27439,7500,2016,495,47,1141,7028,36300,2019
"Oil City, PA Micro Area",22050,17235,179,17056,11977,2420,13647,4530,1246,326,34,563,4252,36340,2019
"Okeechobee, FL Micro Area",13904,8634,83,8551,5800,1108,6803,2385,1087,172,0,885,4385,36380,2019
"Oklahoma City, OK Metro Area",515208,429979,1226,428753,357381,69961,335256,62177,34070,4911,784,14204,71025,36420,2019
"Olean, NY Micro Area",31779,23018,236,22782,15908,4604,14879,5071,3920,1369,21,1315,7446,36460,2019
"Olympia-Lacey-Tumwater, WA Metro Area",109983,97087,409,96678,76807,7830,85964,17810,5169,1027,99,3637,9259,36500,2019
"Omaha-Council Bluffs, NE-IA Metro Area",359324,307914,1402,306512,249706,30957,264293,52296,17564,2051,459,9734,41676,36540,2019
"Oxford, MS Micro Area",18721,15580,27,15553,12903,2632,11667,1855,1735,398,99,1029,2112,37060,2019
"Oxnard-Thousand Oaks-Ventura, CA Metro Area",271040,239530,556,238974,201824,16450,216183,33579,14792,1627,184,4310,27200,37100,2019
"Ozark, AL Micro Area",18806,14577,101,14476,11690,3468,10112,2380,1327,243,0,760,3469,37120,2019
"Paducah, KY-IL Micro Area",40598,31471,136,31335,24844,7318,22038,5288,3113,679,26,1030,8097,37140,2019
"Pahrump, NV Micro Area",19088,13957,64,13893,11108,2274,8700,1837,3568,685,86,548,4583,37220,2019
"Palatka, FL Micro Area",28943,21105,194,20911,15030,3982,14910,4899,2654,558,79,979,6859,37260,2019
"Palestine, TX Micro Area",16677,11429,98,11331,8069,2011,7504,2452,3373,657,45,411,4837,37300,2019
"Palm Bay-Melbourne-Titusville, FL Metro Area",230417,202017,1013,201004,156459,15441,179629,40953,11821,1403,93,5167,23233,37340,2019
"Pampa, TX Micro Area",8185,6040,34,6006,4388,915,4389,1242,1064,250,23,245,1900,37420,2019
"Panama City, FL Metro Area",71422,61102,197,60905,50160,8478,50930,9773,2777,397,33,1606,8714,37460,2019
"Paragould, AR Micro Area",17254,13238,33,13205,11349,3309,8844,1578,1218,216,0,796,3220,37500,2019
"Paris, TN Micro Area",13394,9687,41,9646,7423,1498,6916,1586,1362,482,3,600,3107,37540,2019
"Paris, TX Micro Area",19793,13054,27,13027,9773,2572,8359,2660,2321,465,66,1139,5600,37580,2019
"Parkersburg-Vienna, WV Metro Area",37993,30256,109,30147,21831,3688,25407,7391,1447,528,26,1026,6711,37620,2019
"Parsons, KS Micro Area",8176,6159,46,6113,4717,856,4234,1018,1026,226,58,234,1783,37660,2019
"Payson, AZ Micro Area",21945,14616,93,14523,8990,1838,11015,4356,2055,1006,14,989,6340,37740,2019
"Pearsall, TX Micro Area",4542,2866,0,2866,1893,484,2137,830,306,109,0,38,1638,37770,2019
"Pecos, TX Micro Area",3548,2196,0,2196,1581,335,1580,502,367,98,0,117,1235,37780,2019
"Pella, IA Micro Area",13365,10641,136,10505,8627,1947,7666,1657,1066,185,7,510,2214,37800,2019
"Pensacola-Ferry Pass-Brent, FL Metro Area",183618,156681,435,156246,128020,13383,136731,25260,11172,1394,112,5431,21506,37860,2019
"Peoria, IL Metro Area",163182,130663,823,129840,100160,19574,103657,26732,9293,1560,201,4099,28420,37900,2019
"Peru, IN Micro Area",13611,10444,62,10382,7898,2073,6655,1752,1949,541,29,574,2593,37940,2019
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",2280112,1937948,6477,1931471,1568894,173633,1725682,340775,71981,5898,1878,58478,283686,37980,2019
"Phoenix-Mesa-Chandler, AZ Metro Area",1693396,1463567,4934,1458633,1165611,170781,1223084,257581,133655,18118,1802,46307,183522,38060,2019
"Picayune, MS Micro Area",21020,16122,154,15968,11839,2580,11776,3515,2334,492,28,863,4035,38100,2019
"Pierre, SD Micro Area",8804,7157,23,7134,5296,915,5702,1618,479,59,71,200,1447,38180,2019
"Pine Bluff, AR Metro Area",33791,20395,216,20179,17054,6106,11848,2297,2684,650,42,2046,11350,38220,2019
"Pinehurst-Southern Pines, NC Micro Area",39821,32921,224,32697,25978,3721,27245,5675,3387,570,9,964,5936,38240,2019
"Pittsburg, KS Micro Area",15284,11833,57,11776,8883,1266,9760,2487,929,277,16,488,2963,38260,2019
"Pittsburgh, PA Metro Area",1009415,836062,4676,831386,652449,84289,726657,167193,32085,4800,878,23680,149673,38300,2019
"Pittsfield, MA Metro Area",54813,45468,308,45160,34320,4419,38646,9771,2638,417,113,1712,7633,38340,2019
"Plainview, TX Micro Area",10933,8483,41,8442,7198,3095,4951,1046,723,61,4,301,2149,38380,2019
"Platteville, WI Micro Area",19583,15640,245,15395,9889,1801,11823,4701,1894,500,172,449,3494,38420,2019
"Plattsburgh, NY Micro Area",31301,25097,115,24982,16930,2151,21364,7101,1991,507,31,1167,5037,38460,2019
"Plymouth, IN Micro Area",17304,12404,228,12176,8249,1888,8768,3140,1808,355,80,589,4311,38500,2019
"Pocatello, ID Metro Area",33788,28759,155,28604,24025,4077,21993,3938,3093,373,66,736,4293,38540,2019
"Point Pleasant, WV-OH Micro Area",22622,15681,92,15589,11964,2850,10174,2575,2712,802,32,1056,5885,38580,2019
"Ponca City, OK Micro Area",17610,12362,44,12318,9747,2503,8562,2040,1527,280,70,1262,3986,38620,2019
"Ponce, PR Metro Area",81129,50595,319,50276,44640,19439,28272,4806,2600,609,49,1887,28647,38660,2019
"Pontiac, IL Micro Area",14307,11396,64,11332,8950,1576,8214,1842,1716,397,48,495,2416,38700,2019
"Poplar Bluff, MO Micro Area",21449,15381,81,15300,12246,3077,10482,2385,1840,507,23,546,5522,38740,2019
"Portales, NM Micro Area",6814,5354,14,5340,4250,961,3688,883,684,114,5,234,1226,38780,2019
"Port Angeles, WA Micro Area",32958,28049,188,27861,20904,3379,22528,5983,2756,554,82,725,4184,38820,2019
"Portland-South Portland, ME Metro Area",221938,192934,1457,191477,147966,15229,171548,41201,6897,611,190,6530,22474,38860,2019
"Portland-Vancouver-Hillsboro, OR-WA Metro Area",938646,835515,3344,832171,698341,79142,723794,120545,44675,6315,1192,26346,76785,38900,2019
"Port Lavaca, TX Micro Area",7582,5984,8,5976,4899,1144,3854,679,1224,296,27,139,1459,38920,2019
"Port St. Lucie, FL Metro Area",179289,153046,619,152427,122166,15813,132375,28153,11471,721,184,5275,20968,38940,2019
"Portsmouth, OH Micro Area",29858,22512,451,22061,14911,2251,17898,5185,2244,900,52,839,6507,39020,2019
"Pottsville, PA Micro Area",58749,45403,413,44990,33296,4881,37851,10627,2930,504,14,1262,12084,39060,2019
"Poughkeepsie-Newburgh-Middletown, NY Metro Area",236429,198661,634,198027,152676,13331,181291,42604,8435,537,111,9566,28202,39100,2019
"Prescott Valley-Prescott, AZ Metro Area",98386,81482,648,80834,61978,9327,62509,14821,12972,2650,185,2784,14120,39150,2019
"Price, UT Micro Area",7829,6351,33,6318,5009,559,5275,1128,485,106,17,236,1242,39220,2019
"Prineville, OR Micro Area",9588,7825,59,7766,6196,961,5233,1130,1808,350,47,249,1514,39260,2019
"Providence-Warwick, RI-MA Metro Area",628401,525303,1738,523565,414572,52296,461947,103664,16459,1228,641,17176,85922,39300,2019
"Provo-Orem, UT Metro Area",169455,147965,500,147465,127358,10307,128357,16875,15439,1870,264,13597,7893,39340,2019
"Pueblo, CO Metro Area",64314,49331,300,49031,38914,6680,39947,8978,4732,618,59,2434,12549,39380,2019
"Pullman, WA Micro Area",17999,15167,70,15097,11982,1215,12715,2682,1461,269,24,1147,1685,39420,2019
"Punta Gorda, FL Metro Area",76891,65528,418,65110,51192,7334,55430,12710,4441,455,37,1593,9770,39460,2019
"Quincy, IL-MO Micro Area",30864,24245,207,24038,18095,4003,17941,4779,2793,751,71,858,5761,39500,2019
"Racine, WI Metro Area",76974,64725,285,64440,51702,7975,53635,11417,4808,588,97,1803,10446,39540,2019
"Raleigh-Cary, NC Metro Area",494521,440686,1391,439295,370257,32528,393895,62576,27378,2506,613,12571,41264,39580,2019
"Rapid City, SD Metro Area",55101,46120,123,45997,36709,4884,39079,8250,2861,551,80,1771,7210,39660,2019
"Raymondville, TX Micro Area",5782,3532,54,3478,2692,1199,2078,670,309,109,0,320,1930,39700,2019
"Reading, PA Metro Area",154712,128920,1130,127790,102655,15217,109127,23437,5305,588,95,2703,23089,39740,2019
"Red Bluff, CA Micro Area",24189,18509,200,18309,14149,3087,11779,2929,3754,766,126,624,5056,39780,2019
"Redding, CA Metro Area",71181,57633,449,57184,42326,6266,44515,12122,8531,1763,170,2508,11040,39820,2019
"Red Wing, MN Micro Area",19452,16354,199,16155,13072,2306,12478,2616,1645,315,34,520,2578,39860,2019
"Reno, NV Metro Area",183807,157488,502,156986,123187,16195,134801,30684,14076,1346,212,5740,20579,39900,2019
"Rexburg, ID Micro Area",15363,11983,123,11860,9454,1580,8801,1915,1578,443,2,2202,1178,39940,2019
"Richmond, IN Micro Area",26644,19830,197,19633,14855,3425,14433,4039,2309,504,41,1346,5468,39980,2019
"Rockford, IL Metro Area",133350,111233,467,110766,90493,15241,89476,17823,8665,1205,232,4330,17787,40420,2019
"Rockingham, NC Micro Area",18380,13408,35,13373,10149,2310,10204,2824,1291,257,37,238,4734,40460,2019
"Rockport, TX Micro Area",9548,7857,51,7806,6593,1502,5113,849,1257,248,22,212,1479,40530,2019
"Rock Springs, WY Micro Area",15523,13241,201,13040,10768,1226,10895,1936,1763,230,13,574,1708,40540,2019
"Rocky Mount, NC Metro Area",58162,42284,350,41934,32847,6632,32956,7783,3843,912,24,1282,14596,40580,2019
"Rolla, MO Micro Area",17981,14536,33,14503,10692,2084,11200,3241,1493,402,25,495,2950,40620,2019
"Rome, GA Metro Area",35679,27851,98,27753,23405,4620,21852,3756,2375,168,137,955,6873,40660,2019
"Roseburg, OR Micro Area",45456,37426,406,37020,28838,5017,28466,6433,4656,1157,85,1236,6794,40700,2019
"Roswell, NM Micro Area",23284,16233,61,16172,12123,3267,11119,3381,2513,359,77,1078,5973,40740,2019
"Ruidoso, NM Micro Area",7566,5715,67,5648,4453,535,4437,759,1118,210,5,426,1425,40760,2019
"Russellville, AR Micro Area",30082,22371,170,22201,15349,3161,17388,5757,2219,779,31,843,6868,40780,2019
"Ruston, LA Micro Area",17712,14650,14,14636,12909,3895,9629,1423,1551,230,8,276,2786,40820,2019
"Rutland, VT Micro Area",25338,20419,124,20295,10990,1350,18125,8571,1125,333,90,764,4155,40860,2019
"Sacramento-Roseville-Folsom, CA Metro Area",831150,735680,2694,732986,612076,76004,623838,105448,71541,6936,1061,18805,76665,40900,2019
"Safford, AZ Micro Area",11017,8366,9,8357,6327,1249,5812,1496,1596,419,0,274,2377,40940,2019
"Saginaw, MI Metro Area",78933,62424,327,62097,47954,9618,48977,12482,4817,880,98,2238,14271,40980,2019
"Richmond, VA Metro Area",481217,401888,1425,400463,329183,45241,337713,63592,24727,4089,733,13266,66063,40060,2019
"Richmond-Berea, KY Micro Area",38858,30854,235,30619,24979,4281,24481,4867,2712,397,54,1172,6832,40080,2019
"Rio Grande City-Roma, TX Micro Area",16188,9144,56,9088,4688,1412,7097,4055,698,284,9,753,6291,40100,2019
"Riverside-San Bernardino-Ontario, CA Metro Area",1360934,1168165,3457,1164708,908274,125125,984802,224982,108839,12925,2764,43797,148972,40140,2019
"Riverton, WY Micro Area",14907,11721,89,11632,5453,1523,8240,4974,1684,906,217,514,2672,40180,2019
"Roanoke, VA Metro Area",128432,101153,666,100487,80493,12176,82546,17030,7677,1509,268,3553,23726,40220,2019
"Roanoke Rapids, NC Micro Area",29564,16819,93,16726,12022,3255,12170,4007,1740,409,8,2066,10679,40260,2019
"Rochelle, IL Micro Area",21021,17271,149,17122,14009,2953,12140,2476,2408,504,15,582,3168,40300,2019
"Rochester, MN Metro Area",87500,75274,442,74832,60063,7711,62942,13268,5621,972,68,2974,9252,40340,2019
"Rochester, NY Metro Area",433113,363795,2127,361668,279391,37067,314155,76412,17096,2365,423,12253,57065,40380,2019
"St. Cloud, MN Metro Area",75931,63031,403,62628,50013,8043,49880,11228,5025,693,204,3298,9602,41060,2019
"St. George, UT Metro Area",57144,49698,269,49429,37073,5813,38366,9414,7274,2058,309,1817,5629,41100,2019
"St. Joseph, MO-KS Metro Area",47117,35771,242,35529,28878,6603,26127,5671,3630,540,56,1198,10148,41140,2019
"St. Louis, MO-IL Metro Area",1126934,943750,4237,939513,758068,107911,784167,159659,81145,11085,1710,30088,153096,41180,2019
"St. Marys, GA Micro Area",19338,16324,16,16308,12834,1675,14295,3056,1406,95,0,795,2219,41220,2019
"St. Marys, PA Micro Area",14020,11083,117,10966,7847,838,9573,2668,993,196,11,525,2412,41260,2019
"Salem, OH Micro Area",41537,32693,172,32521,25468,5559,23817,5973,3614,693,25,1658,7186,41400,2019
"Salem, OR Metro Area",148343,128495,764,127731,106201,17100,102824,18229,10992,1806,265,4128,15720,41420,2019
"Salina, KS Micro Area",24405,19544,156,19388,15144,2893,15462,3870,1425,169,57,748,4113,41460,2019
"Salinas, CA Metro Area",127155,107372,247,107125,86866,18679,80983,16236,11532,2581,114,2409,17374,41500,2019
"Salisbury, MD-DE Metro Area",160153,129934,577,129357,100121,18126,103998,25993,9290,1844,163,4010,26209,41540,2019
"Salt Lake City, UT Metro Area",395298,348858,1306,347552,290168,38107,292825,50387,31395,2754,314,17079,29361,41620,2019
"San Angelo, TX Metro Area",44454,34787,124,34663,27048,5088,27519,6704,2922,601,32,1917,7750,41660,2019
"San Antonio-New Braunfels, TX Metro Area",811335,667666,1644,666022,544191,100596,531410,106580,66482,7065,1398,29532,114137,41700,2019
"San Diego-Chula Vista-Carlsbad, CA Metro Area",1125286,1016635,2184,1014451,847482,84871,899991,151877,78237,5644,863,20228,88423,41740,2019
"Sandpoint, ID Micro Area",17537,13408,125,13283,9533,2582,7644,2282,3272,1213,62,638,3491,41760,2019
"Sandusky, OH Micro Area",31183,25289,147,25142,19383,2653,21402,5168,1705,281,3,1371,4523,41780,2019
