date_id,full_date,day,day_name,day_of_week,week_of_year,month,month_name,quarter,year,decade,is_weekend,is_leap_year,is_year_start,period_label
270,2019-09-27,27,Friday,5,39,9,September,Q3,2019,2010s,false,false,false,Pre-Pandemic
271,2019-09-28,28,Saturday,6,39,9,September,Q3,2019,2010s,true,false,false,Pre-Pandemic
272,2019-09-29,29,Sunday,7,39,9,September,Q3,2019,2010s,true,false,false,Pre-Pandemic
273,2019-09-30,30,Monday,1,40,9,September,Q3,2019,2010s,false,false,false,Pre-Pandemic
274,2019-10-01,1,Tuesday,2,40,10,October,Q4,2019,2010s,false,false,false,Pre-Pandemic
275,2019-10-02,2,Wednesday,3,40,10,October,Q4,2019,2010s,false,false,false,Pre-Pandemic
276,2019-10-03,3,Thursday,4,40,10,October,Q4,2019,2010s,false,false,false,Pre-Pandemic
277,2019-10-04,4,Friday,5,40,10,October,Q4,2019,2010s,false,false,false,Pre-Pandemic
278,2019-10-05,5,Saturday,6,40,10,October,Q4,2019,2010s,true,false,false,Pre-Pandemic
279,2019-10-06,6,Sunday,7,40,10,October,Q4,2019,2010s,true,false,false,Pre-Pandemic
280,2019-10-07,7,Monday,1,41,10,October,Q4,2019,2010s,false,false,false,Pre-Pandemic
281,2019-10-08,8,Tuesday,2,41,10,October,Q4,2019,2010s,false,false,false,Pre-Pandemic
282,2019-10-09,9,Wednesday,3,41,10,October,Q4,2019,2010s,false,false,false,Pre-Pandemic
283,2019-10-10,10,Thursday,4,41,10,October,Q4,2019,2010s,false,false,false,Pre-Pandemic
284,2019-10-11,11,Friday,5,41,10,October,Q4,2019,2010s,false,false,false,Pre-Pandemic
285,2019-10-12,12,Saturday,6,41,10,October,Q4,2019,2010s,true,false,false,Pre-Pandemic
286,2019-10-13,13,Sunday,7,41,10,October,Q4,2019,2010s,true,false,false,Pre-Pandemic
287,2019-10-14,14,Monday,1,42,10,October,Q4,2019,2010s,false,false,false,Pre-Pandemic
288,2019-10-15,15,Tuesday,2,42,10,October,Q4,2019,2010s,false,false,false,Pre-Pandemic
289,2019-10-16,16,Wednesday,3,42,10,October,Q4,2019,2010s,false,false,false,Pre-Pandemic
290,2019-10-17,17,Thursday,4,42,10,October,Q4,2019,2010s,false,false,false,Pre-Pandemic
291,2019-10-18,18,Friday,5,42,10,October,Q4,2019,2010s,false,false,false,Pre-Pandemic
292,2019-10-19,19,Saturday,6,42,10,October,Q4,2019,2010s,true,false,false,Pre-Pandemic
293,2019-10-20,20,Sunday,7,42,10,October,Q4,2019,2010s,true,false,false,Pre-Pandemic
294,2019-10-21,21,Monday,1,43,10,October,Q4,2019,2010s,false,false,false,Pre-Pandemic
295,2019-10-22,22,Tuesday,2,43,10,October,Q4,2019,2010s,false,false,false,Pre-Pandemic
296,2019-10-23,23,Wednesday,3,43,10,October,Q4,2019,2010s,false,false,false,Pre-Pandemic
297,2019-10-24,24,Thursday,4,43,10,October,Q4,2019,2010s,false,false,false,Pre-Pandemic
298,2019-10-25,25,Friday,5,43,10,October,Q4,2019,2010s,false,false,false,Pre-Pandemic
299,2019-10-26,26,Saturday,6,43,10,October,Q4,2019,2010s,true,false,false,Pre-Pandemic
300,2019-10-27,27,Sunday,7,43,10,October,Q4,2019,2010s,true,false,false,Pre-Pandemic
301,2019-10-28,28,Monday,1,44,10,October,Q4,2019,2010s,false,false,false,Pre-Pandemic
302,2019-10-29,29,Tuesday,2,44,10,October,Q4,2019,2010s,false,false,false,Pre-Pandemic
303,2019-10-30,30,Wednesday,3,44,10,October,Q4,2019,2010s,false,false,false,Pre-Pandemic
304,2019-10-31,31,Thursday,4,44,10,October,Q4,2019,2010s,false,false,false,Pre-Pandemic
305,2019-11-01,1,Friday,5,44,11,November,Q4,2019,2010s,false,false,false,Pre-Pandemic
306,2019-11-02,2,Saturday,6,44,11,November,Q4,2019,2010s,true,false,false,Pre-Pandemic
307,2019-11-03,3,Sunday,7,44,11,November,Q4,2019,2010s,true,false,false,Pre-Pandemic
308,2019-11-04,4,Monday,1,45,11,November,Q4,2019,2010s,false,false,false,Pre-Pandemic
309,2019-11-05,5,Tuesday,2,45,11,November,Q4,2019,2010s,false,false,false,Pre-Pandemic
310,2019-11-06,6,Wednesday,3,45,11,November,Q4,2019,2010s,false,false,false,Pre-Pandemic
311,2019-11-07,7,Thursday,4,45,11,November,Q4,2019,2010s,false,false,false,Pre-Pandemic
312,2019-11-08,8,Friday,5,45,11,November,Q4,2019,2010s,false,false,false,Pre-Pandemic
313,2019-11-09,9,Saturday,6,45,11,November,Q4,2019,2010s,true,false,false,Pre-Pandemic
314,2019-11-10,10,Sunday,7,45,11,November,Q4,2019,2010s,true,false,false,Pre-Pandemic
315,2019-11-11,11,Monday,1,46,11,November,Q4,2019,2010s,false,false,false,Pre-Pandemic
316,2019-11-12,12,Tuesday,2,46,11,November,Q4,2019,2010s,false,false,false,Pre-Pandemic
317,2019-11-13,13,Wednesday,3,46,11,November,Q4,2019,2010s,false,false,false,Pre-Pandemic
318,2019-11-14,14,Thursday,4,46,11,November,Q4,2019,2010s,false,false,false,Pre-Pandemic
319,2019-11-15,15,Friday,5,46,11,November,Q4,2019,2010s,false,false,false,Pre-Pandemic
320,2019-11-16,16,Saturday,6,46,11,November,Q4,2019,2010s,true,false,false,Pre-Pandemic
321,2019-11-17,17,Sunday,7,46,11,November,Q4,2019,2010s,true,false,false,Pre-Pandemic
322,2019-11-18,18,Monday,1,47,11,November,Q4,2019,2010s,false,false,false,Pre-Pandemic
323,2019-11-19,19,Tuesday,2,47,11,November,Q4,2019,2010s,false,false,false,Pre-Pandemic
324,2019-11-20,20,Wednesday,3,47,11,November,Q4,2019,2010s,false,false,false,Pre-Pandemic
325,2019-11-21,21,Thursday,4,47,11,November,Q4,2019,2010s,false,false,false,Pre-Pandemic
326,2019-11-22,22,Friday,5,47,11,November,Q4,2019,2010s,false,false,false,Pre-Pandemic
327,2019-11-23,23,Saturday,6,47,11,November,Q4,2019,2010s,true,false,false,Pre-Pandemic
328,2019-11-24,24,Sunday,7,47,11,November,Q4,2019,2010s,true,false,false,Pre-Pandemic
329,2019-11-25,25,Monday,1,48,11,November,Q4,2019,2010s,false,false,false,Pre-Pandemic
330,2019-11-26,26,Tuesday,2,48,11,November,Q4,2019,2010s,false,false,false,Pre-Pandemic
331,2019-11-27,27,Wednesday,3,48,11,November,Q4,2019,2010s,false,false,false,Pre-Pandemic
332,2019-11-28,28,Thursday,4,48,11,November,Q4,2019,2010s,false,false,false,Pre-Pandemic
333,2019-11-29,29,Friday,5,48,11,November,Q4,2019,2010s,false,false,false,Pre-Pandemic
334,2019-11-30,30,Saturday,6,48,11,November,Q4,2019,2010s,true,false,false,Pre-Pandemic
335,2019-12-01,1,Sunday,7,48,12,December,Q4,2019,2010s,true,false,false,Pre-Pandemic
336,2019-12-02,2,Monday,1,49,12,December,Q4,2019,2010s,false,false,false,Pre-Pandemic
337,2019-12-03,3,Tuesday,2,49,12,December,Q4,2019,2010s,false,false,false,Pre-Pandemic
338,2019-12-04,4,Wednesday,3,49,12,December,Q4,2019,2010s,false,false,false,Pre-Pandemic
339,2019-12-05,5,Thursday,4,49,12,December,Q4,2019,2010s,false,false,false,Pre-Pandemic
340,2019-12-06,6,Friday,5,49,12,December,Q4,2019,2010s,false,false,false,Pre-Pandemic
341,2019-12-07,7,Saturday,6,49,12,December,Q4,2019,2010s,true,false,false,Pre-Pandemic
342,2019-12-08,8,Sunday,7,49,12,December,Q4,2019,2010s,true,false,false,Pre-Pandemic
343,2019-12-09,9,Monday,1,50,12,December,Q4,2019,2010s,false,false,false,Pre-Pandemic
344,2019-12-10,10,Tuesday,2,50,12,December,Q4,2019,2010s,false,false,false,Pre-Pandemic
345,2019-12-11,11,Wednesday,3,50,12,December,Q4,2019,2010s,false,false,false,Pre-Pandemic
346,2019-12-12,12,Thursday,4,50,12,December,Q4,2019,2010s,false,false,false,Pre-Pandemic
347,2019-12-13,13,Friday,5,50,12,December,Q4,2019,2010s,false,false,false,Pre-Pandemic
348,2019-12-14,14,Saturday,6,50,12,December,Q4,2019,2010s,true,false,false,Pre-Pandemic
349,2019-12-15,15,Sunday,7,50,12,December,Q4,2019,2010s,true,false,false,Pre-Pandemic
350,2019-12-16,16,Monday,1,51,12,December,Q4,2019,2010s,false,false,false,Pre-Pandemic
351,2019-12-17,17,Tuesday,2,51,12,December,Q4,2019,2010s,false,false,false,Pre-Pandemic
352,2019-12-18,18,Wednesday,3,51,12,December,Q4,2019,2010s,false,false,false,Pre-Pandemic
353,2019-12-19,19,Thursday,4,51,12,December,Q4,2019,2010s,false,false,false,Pre-Pandemic
354,2019-12-20,20,Friday,5,51,12,December,Q4,2019,2010s,false,false,false,Pre-Pandemic
355,2019-12-21,21,Saturday,6,51,12,December,Q4,2019,2010s,true,false,false,Pre-Pandemic
356,2019-12-22,22,Sunday,7,51,12,December,Q4,2019,2010s,true,false,false,Pre-Pandemic
357,2019-12-23,23,Monday,1,52,12,December,Q4,2019,2010s,false,false,false,Pre-Pandemic
358,2019-12-24,24,Tuesday,2,52,12,December,Q4,2019,2010s,false,false,false,Pre-Pandemic
359,2019-12-25,25,Wednesday,3,52,12,December,Q4,2019,2010s,false,false,false,Pre-Pandemic
360,2019-12-26,26,Thursday,4,52,12,December,Q4,2019,2010s,false,false,false,Pre-Pandemic
361,2019-12-27,27,Friday,5,52,12,December,Q4,2019,2010s,false,false,false,Pre-Pandemic
362,2019-12-28,28,Saturday,6,52,12,December,Q4,2019,2010s,true,false,false,Pre-Pandemic
363,2019-12-29,29,Sunday,7,52,12,December,Q4,2019,2010s,true,false,false,Pre-Pandemic
364,2019-12-30,30,Monday,1,1,12,December,Q4,2019,2010s,false,false,false,Pre-Pandemic
365,2019-12-31,31,Tuesday,2,1,12,December,Q4,2019,2010s,false,false,false,Pre-Pandemic
366,2021-01-01,1,Friday,5,53,1,January,Q1,2021,2020s,false,false,true,Post-Pandemic Year 1
367,2021-01-02,2,Saturday,6,53,1,January,Q1,2021,2020s,true,false,false,Post-Pandemic Year 1
368,2021-01-03,3,Sunday,7,53,1,January,Q1,2021,2020s,true,false,false,Post-Pandemic Year 1
369,2021-01-04,4,Monday,1,1,1,January,Q1,2021,2020s,false,false,false,Post-Pandemic Year 1
370,2021-01-05,5,Tuesday,2,1,1,January,Q1,2021,2020s,false,false,false,Post-Pandemic Year 1
371,2021-01-06,6,Wednesday,3,1,1,January,Q1,2021,2020s,false,false,false,Post-Pandemic Year 1
372,2021-01-07,7,Thursday,4,1,1,January,Q1,2021,2020s,false,false,false,Post-Pandemic Year 1
373,2021-01-08,8,Friday,5,1,1,January,Q1,2021,2020s,false,false,false,Post-Pandemic Year 1
374,2021-01-09,9,Saturday,6,1,1,January,Q1,2021,2020s,true,false,false,Post-Pandemic Year 1
375,2021-01-10,10,Sunday,7,1,1,January,Q1,2021,2020s,true,false,false,Post-Pandemic Year 1
376,2021-01-11,11,Monday,1,2,1,January,Q1,2021,2020s,false,false,false,Post-Pandemic Year 1
377,2021-01-12,12,Tuesday,2,2,1,January,Q1,2021,2020s,false,false,false,Post-Pandemic Year 1
378,2021-01-13,13,Wednesday,3,2,1,January,Q1,2021,2020s,false,false,false,Post-Pandemic Year 1
379,2021-01-14,14,Thursday,4,2,1,January,Q1,2021,2020s,false,false,false,Post-Pandemic Year 1
380,2021-01-15,15,Friday,5,2,1,January,Q1,2021,2020s,false,false,false,Post-Pandemic Year 1
381,2021-01-16,16,Saturday,6,2,1,January,Q1,2021,2020s,true,false,false,Post-Pandemic Year 1
382,2021-01-17,17,Sunday,7,2,1,January,Q1,2021,2020s,true,false,false,Post-Pandemic Year 1
383,2021-01-18,18,Monday,1,3,1,January,Q1,2021,2020s,false,false,false,Post-Pandemic Year 1
384,2021-01-19,19,Tuesday,2,3,1,January,Q1,2021,2020s,false,false,false,Post-Pandemic Year 1
385,2021-01-20,20,Wednesday,3,3,1,January,Q1,2021,2020s,false,false,false,Post-Pandemic Year 1
386,2021-01-21,21,Thursday,4,3,1,January,Q1,2021,2020s,false,false,false,Post-Pandemic Year 1
387,2021-01-22,22,Friday,5,3,1,January,Q1,2021,2020s,false,false,false,Post-Pandemic Year 1
388,2021-01-23,23,Saturday,6,3,1,January,Q1,2021,2020s,true,false,false,Post-Pandemic Year 1
389,2021-01-24,24,Sunday,7,3,1,January,Q1,2021,2020s,true,false,false,Post-Pandemic Year 1
390,2021-01-25,25,Monday,1,4,1,January,Q1,2021,2020s,false,false,false,Post-Pandemic Year 1
391,2021-01-26,26,Tuesday,2,4,1,January,Q1,2021,2020s,false,false,false,Post-Pandemic Year 1
392,2021-01-27,27,Wednesday,3,4,1,January,Q1,2021,2020s,false,false,false,Post-Pandemic Year 1
393,2021-01-28,28,Thursday,4,4,1,January,Q1,2021,2020s,false,false,false,Post-Pandemic Year 1
394,2021-01-29,29,Friday,5,4,1,January,Q1,2021,2020s,false,false,false,Post-Pandemic Year 1
395,2021-01-30,30,Saturday,6,4,1,January,Q1,2021,2020s,true,false,false,Post-Pandemic Year 1
396,2021-01-31,31,Sunday,7,4,1,January,Q1,2021,2020s,true,false,false,Post-Pandemic Year 1
397,2021-02-01,1,Monday,1,5,2,February,Q1,2021,2020s,false,false,false,Post-Pandemic Year 1
398,2021-02-02,2,Tuesday,2,5,2,February,Q1,2021,2020s,false,false,false,Post-Pandemic Year 1
399,2021-02-03,3,Wednesday,3,5,2,February,Q1,2021,2020s,false,false,false,Post-Pandemic Year 1
400,2021-02-04,4,Thursday,4,5,2,February,Q1,2021,2020s,false,false,false,Post-Pandemic Year 1
401,2021-02-05,5,Friday,5,5,2,February,Q1,2021,2020s,false,false,false,Post-Pandemic Year 1
402,2021-02-06,6,Saturday,6,5,2,February,Q1,2021,2020s,true,false,false,Post-Pandemic Year 1
403,2021-02-07,7,Sunday,7,5,2,February,Q1,2021,2020s,true,false,false,Post-Pandemic Year 1
404,2021-02-08,8,Monday,1,6,2,February,Q1,2021,2020s,false,false,false,Post-Pandemic Year 1
405,2021-02-09,9,Tuesday,2,6,2,February,Q1,2021,2020s,false,false,false,Post-Pandemic Year 1
406,2021-02-10,10,Wednesday,3,6,2,February,Q1,2021,2020s,false,false,false,Post-Pandemic Year 1
407,2021-02-11,11,Thursday,4,6,2,February,Q1,2021,2020s,false,false,false,Post-Pandemic Year 1
408,2021-02-12,12,Friday,5,6,2,February,Q1,2021,2020s,false,false,false,Post-Pandemic Year 1
409,2021-02-13,13,Saturday,6,6,2,February,Q1,2021,2020s,true,false,false,Post-Pandemic Year 1
410,2021-02-14,14,Sunday,7,6,2,February,Q1,2021,2020s,true,false,false,Post-Pandemic Year 1
411,2021-02-15,15,Monday,1,7,2,February,Q1,2021,2020s,false,false,false,Post-Pandemic Year 1
412,2021-02-16,16,Tuesday,2,7,2,February,Q1,2021,2020s,false,false,false,Post-Pandemic Year 1
413,2021-02-17,17,Wednesday,3,7,2,February,Q1,2021,2020s,false,false,false,Post-Pandemic Year 1
414,2021-02-18,18,Thursday,4,7,2,February,Q1,2021,2020s,false,false,false,Post-Pandemic Year 1
415,2021-02-19,19,Friday,5,7,2,February,Q1,2021,2020s,false,false,false,Post-Pandemic Year 1
416,2021-02-20,20,Saturday,6,7,2,February,Q1,2021,2020s,true,false,false,Post-Pandemic Year 1
417,2021-02-21,21,Sunday,7,7,2,February,Q1,2021,2020s,true,false,false,Post-Pandemic Year 1
418,2021-02-22,22,Monday,1,8,2,February,Q1,2021,2020s,false,false,false,Post-Pandemic Year 1
419,2021-02-23,23,Tuesday,2,8,2,February,Q1,2021,2020s,false,false,false,Post-Pandemic Year 1
420,2021-02-24,24,Wednesday,3,8,2,February,Q1,2021,2020s,false,false,false,Post-Pandemic Year 1
421,2021-02-25,25,Thursday,4,8,2,February,Q1,2021,2020s,false,false,false,Post-Pandemic Year 1
422,2021-02-26,26,Friday,5,8,2,February,Q1,2021,2020s,false,false,false,Post-Pandemic Year 1
423,2021-02-27,27,Saturday,6,8,2,February,Q1,2021,2020s,true,false,false,Post-Pandemic Year 1
424,2021-02-28,28,Sunday,7,8,2,February,Q1,2021,2020s,true,false,false,Post-Pandemic Year 1
425,2021-03-01,1,Monday,1,9,3,March,Q1,2021,2020s,false,false,false,Post-Pandemic Year 1
426,2021-03-02,2,Tuesday,2,9,3,March,Q1,2021,2020s,false,false,false,Post-Pandemic Year 1
427,2021-03-03,3,Wednesday,3,9,3,March,Q1,2021,2020s,false,false,false,Post-Pandemic Year 1
428,2021-03-04,4,Thursday,4,9,3,March,Q1,2021,2020s,false,false,false,Post-Pandemic Year 1
429,2021-03-05,5,Friday,5,9,3,March,Q1,2021,2020s,false,false,false,Post-Pandemic Year 1
430,2021-03-06,6,Saturday,6,9,3,March,Q1,2021,2020s,true,false,false,Post-Pandemic Year 1
431,2021-03-07,7,Sunday,7,9,3,March,Q1,2021,2020s,true,false,false,Post-Pandemic Year 1
432,2021-03-08,8,Monday,1,10,3,March,Q1,2021,2020s,false,false,false,Post-Pandemic Year 1
433,2021-03-09,9,Tuesday,2,10,3,March,Q1,2021,2020s,false,false,false,Post-Pandemic Year 1
434,2021-03-10,10,Wednesday,3,10,3,March,Q1,2021,2020s,false,false,false,Post-Pandemic Year 1
435,2021-03-11,11,Thursday,4,10,3,March,Q1,2021,2020s,false,false,false,Post-Pandemic Year 1
436,2021-03-12,12,Friday,5,10,3,March,Q1,2021,2020s,false,false,false,Post-Pandemic Year 1
437,2021-03-13,13,Saturday,6,10,3,March,Q1,2021,2020s,true,false,false,Post-Pandemic Year 1
438,2021-03-14,14,Sunday,7,10,3,March,Q1,2021,2020s,true,false,false,Post-Pandemic Year 1
439,2021-03-15,15,Monday,1,11,3,March,Q1,2021,2020s,false,false,false,Post-Pandemic Year 1
440,2021-03-16,16,Tuesday,2,11,3,March,Q1,2021,2020s,false,false,false,Post-Pandemic Year 1
441,2021-03-17,17,Wednesday,3,11,3,March,Q1,2021,2020s,false,false,false,Post-Pandemic Year 1
442,2021-03-18,18,Thursday,4,11,3,March,Q1,2021,2020s,false,false,false,Post-Pandemic Year 1
443,2021-03-19,19,Friday,5,11,3,March,Q1,2021,2020s,false,false,false,Post-Pandemic Year 1
444,2021-03-20,20,Saturday,6,11,3,March,Q1,2021,2020s,true,false,false,Post-Pandemic Year 1
445,2021-03-21,21,Sunday,7,11,3,March,Q1,2021,2020s,true,false,false,Post-Pandemic Year 1
446,2021-03-22,22,Monday,1,12,3,March,Q1,2021,2020s,false,false,false,Post-Pandemic Year 1
447,2021-03-23,23,Tuesday,2,12,3,March,Q1,2021,2020s,false,false,false,Post-Pandemic Year 1
448,2021-03-24,24,Wednesday,3,12,3,March,Q1,2021,2020s,false,false,false,Post-Pandemic Year 1
449,2021-03-25,25,Thursday,4,12,3,March,Q1,2021,2020s,false,false,false,Post-Pandemic Year 1
450,2021-03-26,26,Friday,5,12,3,March,Q1,2021,2020s,false,false,false,Post-Pandemic Year 1
451,2021-03-27,27,Saturday,6,12,3,March,Q1,2021,2020s,true,false,false,Post-Pandemic Year 1
452,2021-03-28,28,Sunday,7,12,3,March,Q1,2021,2020s,true,false,false,Post-Pandemic Year 1
453,2021-03-29,29,Monday,1,13,3,March,Q1,2021,2020s,false,false,false,Post-Pandemic Year 1
454,2021-03-30,30,Tuesday,2,13,3,March,Q1,2021,2020s,false,false,false,Post-Pandemic Year 1
455,2021-03-31,31,Wednesday,3,13,3,March,Q1,2021,2020s,false,false,false,Post-Pandemic Year 1
456,2021-04-01,1,Thursday,4,13,4,April,Q2,2021,2020s,false,false,false,Post-Pandemic Year 1
457,2021-04-02,2,Friday,5,13,4,April,Q2,2021,2020s,false,false,false,Post-Pandemic Year 1
458,2021-04-03,3,Saturday,6,13,4,April,Q2,2021,2020s,true,false,false,Post-Pandemic Year 1
459,2021-04-04,4,Sunday,7,13,4,April,Q2,2021,2020s,true,false,false,Post-Pandemic Year 1
460,2021-04-05,5,Monday,1,14,4,April,Q2,2021,2020s,false,false,false,Post-Pandemic Year 1
461,2021-04-06,6,Tuesday,2,14,4,April,Q2,2021,2020s,false,false,false,Post-Pandemic Year 1
462,2021-04-07,7,Wednesday,3,14,4,April,Q2,2021,2020s,false,false,false,Post-Pandemic Year 1
463,2021-04-08,8,Thursday,4,14,4,April,Q2,2021,2020s,false,false,false,Post-Pandemic Year 1
464,2021-04-09,9,Friday,5,14,4,April,Q2,2021,2020s,false,false,false,Post-Pandemic Year 1
465,2021-04-10,10,Saturday,6,14,4,April,Q2,2021,2020s,true,false,false,Post-Pandemic Year 1
466,2021-04-11,11,Sunday,7,14,4,April,Q2,2021,2020s,true,false,false,Post-Pandemic Year 1
467,2021-04-12,12,Monday,1,15,4,April,Q2,2021,2020s,false,false,false,Post-Pandemic Year 1
468,2021-04-13,13,Tuesday,2,15,4,April,Q2,2021,2020s,false,false,false,Post-Pandemic Year 1
469,2021-04-14,14,Wednesday,3,15,4,April,Q2,2021,2020s,false,false,false,Post-Pandemic Year 1
470,2021-04-15,15,Thursday,4,15,4,April,Q2,2021,2020s,false,false,false,Post-Pandemic Year 1
471,2021-04-16,16,Friday,5,15,4,April,Q2,2021,2020s,false,false,false,Post-Pandemic Year 1
472,2021-04-17,17,Saturday,6,15,4,April,Q2,2021,2020s,true,false,false,Post-Pandemic Year 1
473,2021-04-18,18,Sunday,7,15,4,April,Q2,2021,2020s,true,false,false,Post-Pandemic Year 1
474,2021-04-19,19,Monday,1,16,4,April,Q2,2021,2020s,false,false,false,Post-Pandemic Year 1
475,2021-04-20,20,Tuesday,2,16,4,April,Q2,2021,2020s,false,false,false,Post-Pandemic Year 1
476,2021-04-21,21,Wednesday,3,16,4,April,Q2,2021,2020s,false,false,false,Post-Pandemic Year 1
477,2021-04-22,22,Thursday,4,16,4,April,Q2,2021,2020s,false,false,false,Post-Pandemic Year 1
478,2021-04-23,23,Friday,5,16,4,April,Q2,2021,2020s,false,false,false,Post-Pandemic Year 1
479,2021-04-24,24,Saturday,6,16,4,April,Q2,2021,2020s,true,false,false,Post-Pandemic Year 1
480,2021-04-25,25,Sunday,7,16,4,April,Q2,2021,2020s,true,false,false,Post-Pandemic Year 1
481,2021-04-26,26,Monday,1,17,4,April,Q2,2021,2020s,false,false,false,Post-Pandemic Year 1
482,2021-04-27,27,Tuesday,2,17,4,April,Q2,2021,2020s,false,false,false,Post-Pandemic Year 1
483,2021-04-28,28,Wednesday,3,17,4,April,Q2,2021,2020s,false,false,false,Post-Pandemic Year 1
484,2021-04-29,29,Thursday,4,17,4,April,Q2,2021,2020s,false,false,false,Post-Pandemic Year 1
485,2021-04-30,30,Friday,5,17,4,April,Q2,2021,2020s,false,false,false,Post-Pandemic Year 1
486,2021-05-01,1,Saturday,6,17,5,May,Q2,2021,2020s,true,false,false,Post-Pandemic Year 1
487,2021-05-02,2,Sunday,7,17,5,May,Q2,2021,2020s,true,false,false,Post-Pandemic Year 1
488,2021-05-03,3,Monday,1,18,5,May,Q2,2021,2020s,false,false,false,Post-Pandemic Year 1
489,2021-05-04,4,Tuesday,2,18,5,May,Q2,2021,2020s,false,false,false,Post-Pandemic Year 1
490,2021-05-05,5,Wednesday,3,18,5,May,Q2,2021,2020s,false,false,false,Post-Pandemic Year 1
491,2021-05-06,6,Thursday,4,18,5,May,Q2,2021,2020s,false,false,false,Post-Pandemic Year 1
492,2021-05-07,7,Friday,5,18,5,May,Q2,2021,2020s,false,false,false,Post-Pandemic Year 1
493,2021-05-08,8,Saturday,6,18,5,May,Q2,2021,2020s,true,false,false,Post-Pandemic Year 1
494,2021-05-09,9,Sunday,7,18,5,May,Q2,2021,2020s,true,false,false,Post-Pandemic Year 1
495,2021-05-10,10,Monday,1,19,5,May,Q2,2021,2020s,false,false,false,Post-Pandemic Year 1
496,2021-05-11,11,Tuesday,2,19,5,May,Q2,2021,2020s,false,false,false,Post-Pandemic Year 1
497,2021-05-12,12,Wednesday,3,19,5,May,Q2,2021,2020s,false,false,false,Post-Pandemic Year 1
498,2021-05-13,13,Thursday,4,19,5,May,Q2,2021,2020s,false,false,false,Post-Pandemic Year 1
499,2021-05-14,14,Friday,5,19,5,May,Q2,2021,2020s,false,false,false,Post-Pandemic Year 1
500,2021-05-15,15,Saturday,6,19,5,May,Q2,2021,2020s,true,false,false,Post-Pandemic Year 1
501,2021-05-16,16,Sunday,7,19,5,May,Q2,2021,2020s,true,false,false,Post-Pandemic Year 1
502,2021-05-17,17,Monday,1,20,5,May,Q2,2021,2020s,false,false,false,Post-Pandemic Year 1
503,2021-05-18,18,Tuesday,2,20,5,May,Q2,2021,2020s,false,false,false,Post-Pandemic Year 1
504,2021-05-19,19,Wednesday,3,20,5,May,Q2,2021,2020s,false,false,false,Post-Pandemic Year 1
505,2021-05-20,20,Thursday,4,20,5,May,Q2,2021,2020s,false,false,false,Post-Pandemic Year 1
506,2021-05-21,21,Friday,5,20,5,May,Q2,2021,2020s,false,false,false,Post-Pandemic Year 1
507,2021-05-22,22,Saturday,6,20,5,May,Q2,2021,2020s,true,false,false,Post-Pandemic Year 1
508,2021-05-23,23,Sunday,7,20,5,May,Q2,2021,2020s,true,false,false,Post-Pandemic Year 1
509,2021-05-24,24,Monday,1,21,5,May,Q2,2021,2020s,false,false,false,Post-Pandemic Year 1
510,2021-05-25,25,Tuesday,2,21,5,May,Q2,2021,2020s,false,false,false,Post-Pandemic Year 1
511,2021-05-26,26,Wednesday,3,21,5,May,Q2,2021,2020s,false,false,false,Post-Pandemic Year 1
512,2021-05-27,27,Thursday,4,21,5,May,Q2,2021,2020s,false,false,false,Post-Pandemic Year 1
513,2021-05-28,28,Friday,5,21,5,May,Q2,2021,2020s,false,false,false,Post-Pandemic Year 1
514,2021-05-29,29,Saturday,6,21,5,May,Q2,2021,2020s,true,false,false,Post-Pandemic Year 1
515,2021-05-30,30,Sunday,7,21,5,May,Q2,2021,2020s,true,false,false,Post-Pandemic Year 1
516,2021-05-31,31,Monday,1,22,5,May,Q2,2021,2020s,false,false,false,Post-Pandemic Year 1
517,2021-06-01,1,Tuesday,2,22,6,June,Q2,2021,2020s,false,false,false,Post-Pandemic Year 1
518,2021-06-02,2,Wednesday,3,22,6,June,Q2,2021,2020s,false,false,false,Post-Pandemic Year 1
519,2021-06-03,3,Thursday,4,22,6,June,Q2,2021,2020s,false,false,false,Post-Pandemic Year 1
520,2021-06-04,4,Friday,5,22,6,June,Q2,2021,2020s,false,false,false,Post-Pandemic Year 1
521,2021-06-05,5,Saturday,6,22,6,June,Q2,2021,2020s,true,false,false,Post-Pandemic Year 1
522,2021-06-06,6,Sunday,7,22,6,June,Q2,2021,2020s,true,false,false,Post-Pandemic Year 1
523,2021-06-07,7,Monday,1,23,6,June,Q2,2021,2020s,false,false,false,Post-Pandemic Year 1
524,2021-06-08,8,Tuesday,2,23,6,June,Q2,2021,2020s,false,false,false,Post-Pandemic Year 1
525,2021-06-09,9,Wednesday,3,23,6,June,Q2,2021,2020s,false,false,false,Post-Pandemic Year 1
526,2021-06-10,10,Thursday,4,23,6,June,Q2,2021,2020s,false,false,false,Post-Pandemic Year 1
527,2021-06-11,11,Friday,5,23,6,June,Q2,2021,2020s,false,false,false,Post-Pandemic Year 1
528,2021-06-12,12,Saturday,6,23,6,June,Q2,2021,2020s,true,false,false,Post-Pandemic Year 1
529,2021-06-13,13,Sunday,7,23,6,June,Q2,2021,2020s,true,false,false,Post-Pandemic Year 1
530,2021-06-14,14,Monday,1,24,6,June,Q2,2021,2020s,false,false,false,Post-Pandemic Year 1
531,2021-06-15,15,Tuesday,2,24,6,June,Q2,2021,2020s,false,false,false,Post-Pandemic Year 1
532,2021-06-16,16,Wednesday,3,24,6,June,Q2,2021,2020s,false,false,false,Post-Pandemic Year 1
